action_type,combined_shot_type,game_event_id,game_id,lat,loc_x,loc_y,lon,minutes_remaining,period,playoffs,season,seconds_remaining,shot_distance,shot_made_flag,shot_type,shot_zone_area,shot_zone_basic,shot_zone_range,team_id,team_name,game_date,matchup,opponent,shot_id
Layup Shot,Layup,47,20100012,34.0443,0,0,-118.2698,5,1,0,Feb-01,50,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2001-10-30,LAL vs. POR,POR,1516
Jump Shot,Jump Shot,98,20100012,33.8753,-113,169,-118.3828,0,1,0,Feb-01,37,20,1,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2001-10-30,LAL vs. POR,POR,1517
Driving Layup Shot,Layup,128,20100012,34.0443,0,0,-118.2698,10,2,0,Feb-01,21,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2001-10-30,LAL vs. POR,POR,1518
Reverse Layup Shot,Layup,188,20100012,34.0443,0,0,-118.2698,4,2,0,Feb-01,58,0,,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2001-10-30,LAL vs. POR,POR,1519
Jump Shot,Jump Shot,195,20100012,33.9363,100,108,-118.1698,4,2,0,Feb-01,18,14,0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2001-10-30,LAL vs. POR,POR,1520
Driving Layup Shot,Layup,227,20100012,34.0443,0,0,-118.2698,0,2,0,Feb-01,48,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2001-10-30,LAL vs. POR,POR,1521
Driving Layup Shot,Layup,232,20100012,34.0443,0,0,-118.2698,0,2,0,Feb-01,4,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2001-10-30,LAL vs. POR,POR,1522
Jump Shot,Jump Shot,242,20100012,34.0233,159,21,-118.1108,10,3,0,Feb-01,58,16,0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2001-10-30,LAL vs. POR,POR,1523
Jump Shot,Jump Shot,244,20100012,33.9153,7,129,-118.2628,10,3,0,Feb-01,51,12,,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,2001-10-30,LAL vs. POR,POR,1524
Reverse Dunk Shot,Dunk,265,20100012,34.0443,0,0,-118.2698,8,3,0,Feb-01,53,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2001-10-30,LAL vs. POR,POR,1525
Driving Layup Shot,Layup,276,20100012,34.0443,0,0,-118.2698,7,3,0,Feb-01,26,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2001-10-30,LAL vs. POR,POR,1526
Jump Shot,Jump Shot,302,20100012,33.9533,30,91,-118.2398,5,3,0,Feb-01,21,9,0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,2001-10-30,LAL vs. POR,POR,1527
Reverse Layup Shot,Layup,325,20100012,34.0443,0,0,-118.2698,3,3,0,Feb-01,11,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2001-10-30,LAL vs. POR,POR,1528
Running Jump Shot,Jump Shot,352,20100012,33.9763,-27,68,-118.2968,0,3,0,Feb-01,55,7,,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,2001-10-30,LAL vs. POR,POR,1529
Alley Oop Dunk Shot,Dunk,360,20100012,34.0443,0,0,-118.2698,0,3,0,Feb-01,36,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2001-10-30,LAL vs. POR,POR,1530
Jump Shot,Jump Shot,363,20100012,33.8293,129,215,-118.1408,0,3,0,Feb-01,3,25,1,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2001-10-30,LAL vs. POR,POR,1531
Jump Shot,Jump Shot,431,20100012,33.9473,195,97,-118.0748,5,4,0,Feb-01,33,21,0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2001-10-30,LAL vs. POR,POR,1532
Alley Oop Layup shot,Layup,442,20100012,34.0443,0,0,-118.2698,4,4,0,Feb-01,29,0,,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2001-10-30,LAL vs. POR,POR,1533
Slam Dunk Shot,Dunk,463,20100012,34.0443,0,0,-118.2698,3,4,0,Feb-01,7,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2001-10-30,LAL vs. POR,POR,1534
Jump Shot,Jump Shot,29,20100023,33.9153,123,129,-118.1468,8,1,0,Feb-01,34,17,1,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2001-11-01,LAL @ UTA,UTA,1535
Jump Shot,Jump Shot,31,20100023,33.8603,-113,184,-118.3828,7,1,0,Feb-01,55,21,1,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2001-11-01,LAL @ UTA,UTA,1536
Jump Shot,Jump Shot,61,20100023,33.8443,-18,200,-118.2878,5,1,0,Feb-01,18,20,0,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2001-11-01,LAL @ UTA,UTA,1537
Slam Dunk Shot,Dunk,81,20100023,34.0443,0,0,-118.2698,3,1,0,Feb-01,30,0,,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2001-11-01,LAL @ UTA,UTA,1538
Jump Shot,Jump Shot,109,20100023,34.0593,180,-15,-118.0898,0,1,0,Feb-01,40,18,,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2001-11-01,LAL @ UTA,UTA,1539
Jump Shot,Jump Shot,124,20100023,33.8203,-98,224,-118.3678,11,2,0,Feb-01,38,24,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2001-11-01,LAL @ UTA,UTA,1540
Layup Shot,Layup,136,20100023,34.0443,0,0,-118.2698,10,2,0,Feb-01,24,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2001-11-01,LAL @ UTA,UTA,1541
Jump Shot,Jump Shot,197,20100023,33.8733,7,171,-118.2628,4,2,0,Feb-01,59,17,0,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2001-11-01,LAL @ UTA,UTA,1542
Jump Shot,Jump Shot,270,20100023,34.0523,180,-8,-118.0898,9,3,0,Feb-01,42,18,0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2001-11-01,LAL @ UTA,UTA,1543
Jump Shot,Jump Shot,292,20100023,33.8963,-4,148,-118.2738,6,3,0,Feb-01,50,14,1,2PT Field Goal,Center(C),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2001-11-01,LAL @ UTA,UTA,1544
Jump Shot,Jump Shot,294,20100023,33.9033,153,141,-118.1168,6,3,0,Feb-01,12,20,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2001-11-01,LAL @ UTA,UTA,1545
Layup Shot,Layup,315,20100023,34.0443,0,0,-118.2698,4,3,0,Feb-01,13,0,,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2001-11-01,LAL @ UTA,UTA,1546
Jump Shot,Jump Shot,332,20100023,34.0483,-176,-4,-118.4458,2,3,0,Feb-01,31,17,1,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2001-11-01,LAL @ UTA,UTA,1547
Jump Shot,Jump Shot,338,20100023,34.0653,180,-21,-118.0898,1,3,0,Feb-01,38,18,1,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2001-11-01,LAL @ UTA,UTA,1548
Alley Oop Dunk Shot,Dunk,356,20100023,34.0443,0,0,-118.2698,0,3,0,Feb-01,47,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2001-11-01,LAL @ UTA,UTA,1549
Jump Shot,Jump Shot,358,20100023,34.0653,195,-21,-118.0748,0,3,0,Feb-01,24,19,0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2001-11-01,LAL @ UTA,UTA,1550
Jump Shot,Jump Shot,373,20100023,33.8033,22,241,-118.2478,0,3,0,Feb-01,2,24,1,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2001-11-01,LAL @ UTA,UTA,1551
Jump Shot,Jump Shot,398,20100023,33.8143,-134,230,-118.4038,10,4,0,Feb-01,19,26,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2001-11-01,LAL @ UTA,UTA,1552
Jump Shot,Jump Shot,401,20100023,34.0593,-185,-15,-118.4548,9,4,0,Feb-01,56,18,0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2001-11-01,LAL @ UTA,UTA,1553
Running Jump Shot,Jump Shot,464,20100023,34.0143,-33,30,-118.3028,4,4,0,Feb-01,36,4,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,2001-11-01,LAL @ UTA,UTA,1554
Jump Shot,Jump Shot,491,20100023,33.8733,73,171,-118.1968,2,4,0,Feb-01,10,18,,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2001-11-01,LAL @ UTA,UTA,1555
Jump Shot,Jump Shot,505,20100023,34.0653,-141,-21,-118.4108,1,4,0,Feb-01,34,14,0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2001-11-01,LAL @ UTA,UTA,1556
Layup Shot,Layup,17,20100033,34.0443,0,0,-118.2698,10,1,0,Feb-01,8,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2001-11-02,LAL vs. PHX,PHX,1557
Driving Dunk Shot,Dunk,44,20100033,34.0443,0,0,-118.2698,7,1,0,Feb-01,8,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2001-11-02,LAL vs. PHX,PHX,1558
Jump Shot,Jump Shot,116,20100033,33.9033,-92,141,-118.3618,0,1,0,Feb-01,31,16,,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2001-11-02,LAL vs. PHX,PHX,1559
Driving Layup Shot,Layup,137,20100033,34.0443,0,0,-118.2698,10,2,0,Feb-01,4,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2001-11-02,LAL vs. PHX,PHX,1560
Running Jump Shot,Jump Shot,256,20100033,33.9933,1,51,-118.2688,10,3,0,Feb-01,28,5,1,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,2001-11-02,LAL vs. PHX,PHX,1561
Jump Shot,Jump Shot,259,20100033,33.9263,138,118,-118.1318,10,3,0,Feb-01,7,18,1,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2001-11-02,LAL vs. PHX,PHX,1562
Fadeaway Jump Shot,Jump Shot,282,20100033,34.0103,58,34,-118.2118,7,3,0,Feb-01,10,6,,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,2001-11-02,LAL vs. PHX,PHX,1563
Jump Shot,Jump Shot,319,20100033,33.8863,94,158,-118.1758,3,3,0,Feb-01,45,18,1,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2001-11-02,LAL vs. PHX,PHX,1564
Driving Layup Shot,Layup,376,20100033,34.0443,0,0,-118.2698,10,4,0,Feb-01,20,0,,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2001-11-02,LAL vs. PHX,PHX,1565
Driving Layup Shot,Layup,395,20100033,34.0443,0,0,-118.2698,8,4,0,Feb-01,59,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2001-11-02,LAL vs. PHX,PHX,1566
Running Jump Shot,Jump Shot,414,20100033,33.9723,73,72,-118.1968,7,4,0,Feb-01,9,10,1,2PT Field Goal,Right Side(R),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,2001-11-02,LAL vs. PHX,PHX,1567
Jump Shot,Jump Shot,420,20100033,34.0293,-98,15,-118.3678,6,4,0,Feb-01,40,9,0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2001-11-02,LAL vs. PHX,PHX,1568
Tip Shot,Tip Shot,423,20100033,34.0443,0,0,-118.2698,6,4,0,Feb-01,33,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2001-11-02,LAL vs. PHX,PHX,1569
Driving Layup Shot,Layup,431,20100033,34.0443,0,0,-118.2698,6,4,0,Feb-01,13,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2001-11-02,LAL vs. PHX,PHX,1570
Driving Layup Shot,Layup,30,20100051,34.0443,0,0,-118.2698,7,1,0,Feb-01,29,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2001-11-04,LAL vs. UTA,UTA,1571
Jump Shot,Jump Shot,39,20100051,33.9363,115,108,-118.1548,6,1,0,Feb-01,46,15,0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2001-11-04,LAL vs. UTA,UTA,1572
Turnaround Jump Shot,Jump Shot,95,20100051,33.9153,79,129,-118.1908,1,1,0,Feb-01,58,15,1,2PT Field Goal,Right Side(R),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,2001-11-04,LAL vs. UTA,UTA,1573
Jump Shot,Jump Shot,107,20100051,33.8633,-141,181,-118.4108,0,1,0,Feb-01,17,22,,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2001-11-04,LAL vs. UTA,UTA,1574
Jump Shot,Jump Shot,140,20100051,33.9323,101,112,-118.1688,11,2,0,Feb-01,2,15,0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2001-11-04,LAL vs. UTA,UTA,1575
Turnaround Jump Shot,Jump Shot,147,20100051,34.0333,144,11,-118.1258,8,2,0,Feb-01,26,14,1,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2001-11-04,LAL vs. UTA,UTA,1576
Jump Shot,Jump Shot,178,20100051,33.9533,-105,91,-118.3748,6,2,0,Feb-01,11,13,0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2001-11-04,LAL vs. UTA,UTA,1577
Jump Shot,Jump Shot,189,20100051,33.8523,-113,192,-118.3828,4,2,0,Feb-01,55,22,0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2001-11-04,LAL vs. UTA,UTA,1578
Alley Oop Dunk Shot,Dunk,195,20100051,34.0443,0,0,-118.2698,3,2,0,Feb-01,46,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2001-11-04,LAL vs. UTA,UTA,1579
Jump Shot,Jump Shot,280,20100051,33.8463,1,198,-118.2688,10,3,0,Feb-01,24,19,0,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2001-11-04,LAL vs. UTA,UTA,1580
Driving Layup Shot,Layup,292,20100051,34.0443,0,0,-118.2698,8,3,0,Feb-01,56,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2001-11-04,LAL vs. UTA,UTA,1581
Driving Layup Shot,Layup,313,20100051,34.0443,0,0,-118.2698,6,3,0,Feb-01,41,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2001-11-04,LAL vs. UTA,UTA,1582
Fadeaway Jump Shot,Jump Shot,357,20100051,33.8863,64,158,-118.2058,3,3,0,Feb-01,1,17,1,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2001-11-04,LAL vs. UTA,UTA,1583
Jump Shot,Jump Shot,413,20100051,33.9113,113,133,-118.1568,10,4,0,Feb-01,38,17,1,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2001-11-04,LAL vs. UTA,UTA,1584
Jump Shot,Jump Shot,422,20100051,34.0183,172,26,-118.0978,9,4,0,Feb-01,11,17,1,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2001-11-04,LAL vs. UTA,UTA,1585
Jump Shot,Jump Shot,443,20100051,33.8883,-130,156,-118.3998,7,4,0,Feb-01,25,20,0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2001-11-04,LAL vs. UTA,UTA,1586
Turnaround Jump Shot,Jump Shot,452,20100051,33.9113,-115,133,-118.3848,6,4,0,Feb-01,58,17,1,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2001-11-04,LAL vs. UTA,UTA,1587
Jump Shot,Jump Shot,454,20100051,33.8943,150,150,-118.1198,6,4,0,Feb-01,20,21,1,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2001-11-04,LAL vs. UTA,UTA,1588
Jump Shot,Jump Shot,461,20100051,34.0253,193,19,-118.0768,5,4,0,Feb-01,8,19,1,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2001-11-04,LAL vs. UTA,UTA,1589
Layup Shot,Layup,513,20100051,34.0253,-20,19,-118.2898,1,4,0,Feb-01,35,2,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2001-11-04,LAL vs. UTA,UTA,1590
Jump Shot,Jump Shot,520,20100051,33.8713,-65,173,-118.3348,0,4,0,Feb-01,29,18,,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2001-11-04,LAL vs. UTA,UTA,1591
Jump Shot,Jump Shot,6,20100083,33.8463,3,198,-118.2668,11,1,0,Feb-01,26,19,0,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2001-11-09,LAL vs. MEM,MEM,1592
Layup Shot,Layup,68,20100083,34.0443,0,0,-118.2698,5,1,0,Feb-01,38,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2001-11-09,LAL vs. MEM,MEM,1593
Jump Shot,Jump Shot,70,20100083,34.0233,-86,21,-118.3558,5,1,0,Feb-01,32,8,,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2001-11-09,LAL vs. MEM,MEM,1594
Jump Shot,Jump Shot,73,20100083,33.8753,-115,169,-118.3848,5,1,0,Feb-01,10,20,0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2001-11-09,LAL vs. MEM,MEM,1595
Jump Shot,Jump Shot,103,20100083,33.9763,-151,68,-118.4208,3,1,0,Feb-01,15,16,0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2001-11-09,LAL vs. MEM,MEM,1596
Jump Shot,Jump Shot,168,20100083,33.8863,125,158,-118.1448,9,2,0,Feb-01,32,20,1,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2001-11-09,LAL vs. MEM,MEM,1597
Jump Shot,Jump Shot,215,20100083,33.9593,-16,85,-118.2858,5,2,0,Feb-01,44,8,0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,2001-11-09,LAL vs. MEM,MEM,1598
Slam Dunk Shot,Dunk,268,20100083,34.0443,0,0,-118.2698,0,2,0,Feb-01,50,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2001-11-09,LAL vs. MEM,MEM,1599
Jump Shot,Jump Shot,275,20100083,33.8523,176,192,-118.0938,0,2,0,Feb-01,25,26,1,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2001-11-09,LAL vs. MEM,MEM,1600
Jump Shot,Jump Shot,297,20100083,34.0403,-157,4,-118.4268,9,3,0,Feb-01,53,15,0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2001-11-09,LAL vs. MEM,MEM,1601
Driving Layup Shot,Layup,310,20100083,34.0443,0,0,-118.2698,8,3,0,Feb-01,3,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2001-11-09,LAL vs. MEM,MEM,1602
Slam Dunk Shot,Dunk,343,20100083,34.0443,0,0,-118.2698,4,3,0,Feb-01,56,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2001-11-09,LAL vs. MEM,MEM,1603
Jump Shot,Jump Shot,384,20100083,33.8793,98,165,-118.1718,1,3,0,Feb-01,18,19,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2001-11-09,LAL vs. MEM,MEM,1604
Jump Shot,Jump Shot,393,20100083,34.0103,-172,34,-118.4418,0,3,0,Feb-01,33,17,,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2001-11-09,LAL vs. MEM,MEM,1605
Jump Shot,Jump Shot,400,20100083,33.4563,-145,588,-118.4148,0,3,0,Feb-01,0,60,0,3PT Field Goal,Back Court(BC),Backcourt,Back Court Shot,1610612747,Los Angeles Lakers,2001-11-09,LAL vs. MEM,MEM,1606
Driving Layup Shot,Layup,29,20100097,34.0043,1,40,-118.2688,9,1,0,Feb-01,0,4,1,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,2001-11-11,LAL vs. ORL,ORL,1607
Jump Shot,Jump Shot,153,20100097,33.8483,70,196,-118.1998,9,2,0,Feb-01,46,20,1,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2001-11-11,LAL vs. ORL,ORL,1608
Jump Shot,Jump Shot,171,20100097,34.0183,56,26,-118.2138,8,2,0,Feb-01,7,6,1,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,2001-11-11,LAL vs. ORL,ORL,1609
Jump Shot,Jump Shot,253,20100097,33.9623,-143,82,-118.4128,11,3,0,Feb-01,36,16,0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2001-11-11,LAL vs. ORL,ORL,1610
Jump Shot,Jump Shot,282,20100097,33.8883,91,156,-118.1788,8,3,0,Feb-01,42,18,,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2001-11-11,LAL vs. ORL,ORL,1611
Turnaround Jump Shot,Jump Shot,295,20100097,33.8653,-14,179,-118.2838,7,3,0,Feb-01,18,17,1,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2001-11-11,LAL vs. ORL,ORL,1612
Jump Shot,Jump Shot,398,20100097,33.9173,-136,127,-118.4058,0,3,0,Feb-01,32,18,0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2001-11-11,LAL vs. ORL,ORL,1613
Jump Shot,Jump Shot,425,20100097,33.8653,-14,179,-118.2838,10,4,0,Feb-01,54,17,,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2001-11-11,LAL vs. ORL,ORL,1614
Alley Oop Dunk Shot,Dunk,434,20100097,34.0443,28,0,-118.2418,10,4,0,Feb-01,24,2,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2001-11-11,LAL vs. ORL,ORL,1615
Jump Shot,Jump Shot,456,20100097,33.9113,-115,133,-118.3848,8,4,0,Feb-01,36,17,1,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2001-11-11,LAL vs. ORL,ORL,1616
Jump Shot,Jump Shot,506,20100097,33.8713,77,173,-118.1928,4,4,0,Feb-01,56,18,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2001-11-11,LAL vs. ORL,ORL,1617
Layup Shot,Layup,513,20100097,34.0443,0,0,-118.2698,4,4,0,Feb-01,27,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2001-11-11,LAL vs. ORL,ORL,1618
Jump Shot,Jump Shot,529,20100097,34.0063,5,38,-118.2648,3,4,0,Feb-01,38,3,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2001-11-11,LAL vs. ORL,ORL,1619
Jump Shot,Jump Shot,10,20100119,34.0443,180,0,-118.0898,10,1,0,Feb-01,28,18,,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2001-11-15,LAL @ HOU,HOU,1620
Fadeaway Jump Shot,Jump Shot,36,20100119,33.9893,167,55,-118.1028,6,1,0,Feb-01,21,17,0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2001-11-15,LAL @ HOU,HOU,1621
Follow Up Dunk Shot,Dunk,53,20100119,34.0443,0,0,-118.2698,3,1,0,Feb-01,36,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2001-11-15,LAL @ HOU,HOU,1622
Jump Shot,Jump Shot,63,20100119,33.9243,108,120,-118.1618,2,1,0,Feb-01,23,16,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2001-11-15,LAL @ HOU,HOU,1623
Jump Shot,Jump Shot,78,20100119,34.0023,-71,42,-118.3408,0,1,0,Feb-01,28,8,0,2PT Field Goal,Left Side(L),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,2001-11-15,LAL @ HOU,HOU,1624
Jump Shot,Jump Shot,126,20100119,34.0023,11,42,-118.2588,7,2,0,Feb-01,0,4,1,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,2001-11-15,LAL @ HOU,HOU,1625
